First Name,Last Name,City,State,Account Email,Quarterly,Size,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Item 7,Item 8,Item 9,Item 10
Novella,Degroot,Hilo,HI,novella_degroot@degroot.org,Q1,L,Hoodie,Zip up Jacket,LS Shirt,SS Shirt,Zip up Jacket,Zip up Jacket,Zip up Jacket,SS Shirt,SS Shirt,Hoodie
Nu,Mcnease,Harrison,NJ,nu@gmail.com,Q1,XS,SS Shirt,Hoodie,SS Shirt,SS Shirt,LS Shirt,Zip up Jacket,SS Shirt,LS Shirt,LS Shirt,LS Shirt
Olive,Matuszak,Cathedral City,CA,olive@aol.com,Q1,L,Crewneck Sweater,,Hoodie,Hoodie,Zip up Jacket,LS Shirt,Crewneck Sweater,SS Shirt,Button Down Shirt,SS Shirt
Oretha,Menter,Boston,MA,oretha_menter@yahoo.com,Q1,S,LS Shirt,SS Shirt,SS Shirt,SS Shirt,SS Shirt,Hoodie,Polo Shirt,SS Shirt,SS Shirt,Polo Shirt
Ozell,Shealy,New York,NY,oshealy@hotmail.com,Q1,XS,Zip up Jacket,Hoodie,Zip up Jacket,SS Shirt,Crewneck Sweater,SS Shirt,SS Shirt,LS Shirt,Hoodie,Hoodie
Pamella,Fortino,Denver,CO,pamella@fortino.com,Q1,L,Crewneck Sweater,LS Shirt,Zip up Jacket,Hoodie,Crewneck Sweater,Crewneck Sweater,Zip up Jacket,Hoodie,Polo Shirt,SS Shirt
Pamella,Schmierer,Homestead,FL,pamella.schmierer@schmierer.org,Q1,XS,SS Shirt,SS Shirt,LS Shirt,LS Shirt,LS Shirt,Hoodie,Polo Shirt,Hoodie,Crewneck Sweater,LS Shirt
Paris,Wide,Atlanta,GA,paris@hotmail.com,Q1,M,Hoodie,Zip up Jacket,Hoodie,Hoodie,LS Shirt,Button Down Shirt,LS Shirt,SS Shirt,Hoodie,LS Shirt
Paz,Sahagun,Meridian,MS,paz_sahagun@cox.net,Q1,S,Zip up Jacket,LS Shirt,LS Shirt,SS Shirt,Crewneck Sweater,LS Shirt,SS Shirt,Zip up Jacket,Hoodie,Hoodie
Peggie,Sturiale,El Cajon,CA,peggie@cox.net,Q1,XS,Polo Shirt,Hoodie,Crewneck Sweater,Zip up Jacket,SS Shirt,Hoodie,Hoodie,LS Shirt,SS Shirt,Zip up Jacket
Penney,Weight,Anchorage,AK,penney_weight@aol.com,Q1,M,LS Shirt,Zip up Jacket,Zip up Jacket,LS Shirt,SS Shirt,LS Shirt,Hoodie,SS Shirt,Zip up Jacket,Crewneck Sweater
Pete,Dubaldi,Lyndhurst,NJ,pdubaldi@hotmail.com,Q1,XS,LS Shirt,Zip up Jacket,Hoodie,LS Shirt,Crewneck Sweater,Polo Shirt,Crewneck Sweater,Button Down Shirt,Hoodie,Hoodie
Portia,Stimmel,Bridgewater,NJ,portia.stimmel@aol.com,Q1,S,LS Shirt,Zip up Jacket,LS Shirt,Crewneck Sweater,Zip up Jacket,Crewneck Sweater,Crewneck Sweater,Zip up Jacket,Polo Shirt,SS Shirt
Quentin,Birkner,Burnsville,MN,qbirkner@aol.com,Q1,S,Button Down Shirt,SS Shirt,SS Shirt,SS Shirt,LS Shirt,Hoodie,Hoodie,SS Shirt,SS Shirt,Hoodie
Quentin,Swayze,Milan,MI,quentin_swayze@yahoo.com,Q1,L,Hoodie,SS Shirt,LS Shirt,LS Shirt,Hoodie,Zip up Jacket,SS Shirt,SS Shirt,Hoodie,LS Shirt
Raina,Brachle,Butte,MT,raina.brachle@brachle.org,Q1,XL,Zip up Jacket,Crewneck Sweater,SS Shirt,Polo Shirt,Zip up Jacket,Crewneck Sweater,LS Shirt,LS Shirt,SS Shirt,SS Shirt
Rasheeda,Sayaphon,Saratoga,CA,rasheeda@aol.com,Q1,L,Zip up Jacket,Hoodie,Hoodie,Polo Shirt,LS Shirt,SS Shirt,Button Down Shirt,Button Down Shirt,Crewneck Sweater,Crewneck Sweater
Raul,Upthegrove,La Mesa,CA,rupthegrove@yahoo.com,Q1,M,LS Shirt,SS Shirt,SS Shirt,LS Shirt,LS Shirt,Hoodie,SS Shirt,Hoodie,LS Shirt,Hoodie
Raylene,Kampa,Elkhart,IN,rkampa@kampa.org,Q1,L,Zip up Jacket,LS Shirt,LS Shirt,Hoodie,SS Shirt,SS Shirt,LS Shirt,LS Shirt,SS Shirt,SS Shirt
Raymon,Calvaresi,Indianapolis,IN,raymon.calvaresi@gmail.com,Q1,L,SS Shirt,Zip up Jacket,SS Shirt,SS Shirt,SS Shirt,Crewneck Sweater,Hoodie,Zip up Jacket,Hoodie,Hoodie
Rebecka,Gesick,Austin,TX,rgesick@gesick.org,Q1,S,LS Shirt,Hoodie,Zip up Jacket,Zip up Jacket,LS Shirt,Button Down Shirt,Hoodie,SS Shirt,Hoodie,SS Shirt
Reena,Maisto,Salisbury,MD,reena@hotmail.com,Q1,S,Hoodie,Crewneck Sweater,LS Shirt,Zip up Jacket,SS Shirt,Hoodie,SS Shirt,SS Shirt,Crewneck Sweater,Hoodie
Refugia,Jacobos,Hayward,CA,refugia.jacobos@jacobos.com,Q1,M,Crewneck Sweater,LS Shirt,Crewneck Sweater,Hoodie,SS Shirt,Crewneck Sweater,Crewneck Sweater,Crewneck Sweater,LS Shirt,Crewneck Sweater
Regenia,Kannady,Scottsdale,AZ,regenia.kannady@cox.net,Q1,M,Hoodie,LS Shirt,LS Shirt,Zip up Jacket,LS Shirt,Zip up Jacket,SS Shirt,Hoodie,Hoodie,LS Shirt
Reita,Leto,Indianapolis,IN,reita.leto@gmail.com,Q1,XL,Zip up Jacket,SS Shirt,Zip up Jacket,LS Shirt,SS Shirt,Hoodie,SS Shirt,SS Shirt,LS Shirt,SS Shirt
Renea,Monterrubio,Atlanta,GA,renea@hotmail.com,Q1,M,Zip up Jacket,SS Shirt,SS Shirt,Hoodie,Polo Shirt,Crewneck Sweater,SS Shirt,LS Shirt,SS Shirt,Crewneck Sweater
Ressie,Auffrey,Miami,FL,ressie.auffrey@yahoo.com,Q1,M,Zip up Jacket,Hoodie,LS Shirt,Crewneck Sweater,Crewneck Sweater,LS Shirt,SS Shirt,Button Down Shirt,Button Down Shirt,Button Down Shirt
Rhea,Aredondo,Brooklyn,NY,rhea_aredondo@cox.net,Q1,L,Crewneck Sweater,SS Shirt,LS Shirt,SS Shirt,Zip up Jacket,Crewneck Sweater,Hoodie,Hoodie,LS Shirt,LS Shirt
Rickie,Plumer,Toledo,OH,rickie.plumer@aol.com,Q1,M,Hoodie,Crewneck Sweater,Zip up Jacket,SS Shirt,Zip up Jacket,Hoodie,SS Shirt,LS Shirt,LS Shirt,LS Shirt
Rikki,Nayar,Miami,FL,rikki@nayar.com,Q1,L,SS Shirt,Crewneck Sweater,Hoodie,SS Shirt,Crewneck Sweater,Button Down Shirt,SS Shirt,Zip up Jacket,LS Shirt,SS Shirt
Rima,Bevelacqua,Gardena,CA,rima@cox.net,Q1,L,SS Shirt,Zip up Jacket,SS Shirt,LS Shirt,Crewneck Sweater,LS Shirt,Zip up Jacket,LS Shirt,LS Shirt,Crewneck Sweater
Rodolfo,Butzen,Northfield,MN,rodolfo@hotmail.com,Q1,S,SS Shirt,Zip up Jacket,Hoodie,Crewneck Sweater,LS Shirt,SS Shirt,Hoodie,Zip up Jacket,Hoodie,Zip up Jacket
Rolande,Spickerman,Pearl City,HI,rolande.spickerman@spickerman.com,Q1,L,Polo Shirt,Crewneck Sweater,SS Shirt,Polo Shirt,SS Shirt,SS Shirt,LS Shirt,Crewneck Sweater,Crewneck Sweater,LS Shirt
Rolland,Francescon,Paterson,NJ,rolland@cox.net,Q1,M,Hoodie,SS Shirt,Zip up Jacket,Zip up Jacket,SS Shirt,Crewneck Sweater,SS Shirt,Zip up Jacket,Hoodie,Hoodie
Ronny,Caiafa,Philadelphia,PA,ronny.caiafa@caiafa.org,Q1,M,Zip up Jacket,Hoodie,Hoodie,Button Down Shirt,Hoodie,LS Shirt,SS Shirt,LS Shirt,SS Shirt,Hoodie
Roosevelt,Hoffis,Hialeah,FL,roosevelt.hoffis@aol.com,Q1,XS,LS Shirt,Crewneck Sweater,Crewneck Sweater,LS Shirt,SS Shirt,Zip up Jacket,Zip up Jacket,SS Shirt,SS Shirt,Crewneck Sweater
Rory,Papasergi,Clarks Summit,PA,rpapasergi@cox.net,Q1,S,SS Shirt,LS Shirt,LS Shirt,Hoodie,Crewneck Sweater,SS Shirt,Polo Shirt,LS Shirt,SS Shirt,Hoodie
Roselle,Estell,Bucyrus,OH,roselle.estell@hotmail.com,Q1,S,SS Shirt,Zip up Jacket,Zip up Jacket,Zip up Jacket,Zip up Jacket,Hoodie,SS Shirt,Button Down Shirt,Polo Shirt,SS Shirt
Rosio,Cork,High Point,NC,rosio.cork@gmail.com,Q1,M,Zip up Jacket,Zip up Jacket,Crewneck Sweater,LS Shirt,Polo Shirt,Polo Shirt,LS Shirt,Hoodie,Hoodie,LS Shirt
Roslyn,Chavous,Jackson,MS,roslyn.chavous@chavous.org,Q1,S,SS Shirt,Hoodie,SS Shirt,SS Shirt,LS Shirt,Zip up Jacket,Hoodie,SS Shirt,Crewneck Sweater,Hoodie
Roxane,Campain,Fairbanks,AK,roxane@hotmail.com,Q1,L,LS Shirt,Button Down Shirt,SS Shirt,Zip up Jacket,LS Shirt,Hoodie,Hoodie,Crewneck Sweater,Button Down Shirt,LS Shirt
Rozella,Ostrosky,Camarillo,CA,rozella.ostrosky@ostrosky.com,Q1,M,Polo Shirt,SS Shirt,Hoodie,SS Shirt,Polo Shirt,SS Shirt,Hoodie,SS Shirt,LS Shirt,Hoodie
Ruthann,Keener,Kerrville,TX,ruthann@hotmail.com,Q1,L,Hoodie,Zip up Jacket,Zip up Jacket,Hoodie,Hoodie,SS Shirt,Polo Shirt,LS Shirt,SS Shirt,Hoodie
Ryan,Harnos,Plano,TX,ryan@cox.net,Q1,M,Button Down Shirt,Hoodie,LS Shirt,LS Shirt,LS Shirt,Crewneck Sweater,LS Shirt,Hoodie,Polo Shirt,SS Shirt
Sabra,Uyetake,Columbia,SC,sabra@uyetake.org,Q1,S,LS Shirt,Zip up Jacket,SS Shirt,Zip up Jacket,Crewneck Sweater,Hoodie,SS Shirt,Zip up Jacket,Hoodie,LS Shirt
Sage,Wieser,Sioux Falls,SD,sage_wieser@cox.net,Q1,S,Zip up Jacket,SS Shirt,Button Down Shirt,LS Shirt,Button Down Shirt,LS Shirt,Polo Shirt,LS Shirt,SS Shirt,LS Shirt
Salena,Karpel,Canton,OH,skarpel@cox.net,Q1,L,SS Shirt,LS Shirt,SS Shirt,Hoodie,SS Shirt,Zip up Jacket,SS Shirt,SS Shirt,SS Shirt,LS Shirt
Salome,Lacovara,Richmond,VA,slacovara@gmail.com,Q1,L,SS Shirt,Hoodie,Hoodie,Hoodie,LS Shirt,Button Down Shirt,Crewneck Sweater,Hoodie,Hoodie,SS Shirt
Samira,Heintzman,Kent,WA,sheintzman@hotmail.com,Q1,XS,Hoodie,Crewneck Sweater,SS Shirt,Crewneck Sweater,Hoodie,Zip up Jacket,SS Shirt,LS Shirt,LS Shirt,Hoodie
Sarah,Candlish,Atlanta,GA,sarah.candlish@gmail.com,Q1,L,Zip up Jacket,Zip up Jacket,Hoodie,Crewneck Sweater,Zip up Jacket,Button Down Shirt,Zip up Jacket,SS Shirt,SS Shirt,LS Shirt
Scarlet,Cartan,Albany,GA,scarlet.cartan@yahoo.com,Q1,M,SS Shirt,Zip up Jacket,LS Shirt,LS Shirt,Crewneck Sweater,Crewneck Sweater,Zip up Jacket,SS Shirt,Hoodie,SS Shirt
Selma,Husser,Jersey City,NJ,selma.husser@cox.net,Q1,L,SS Shirt,SS Shirt,SS Shirt,LS Shirt,Zip up Jacket,Hoodie,SS Shirt,Button Down Shirt,Polo Shirt,Polo Shirt
Serina,Zagen,Fort Wayne,IN,szagen@aol.com,Q1,XXL,Crewneck Sweater,Hoodie,Crewneck Sweater,LS Shirt,LS Shirt,Crewneck Sweater,LS Shirt,LS Shirt,Button Down Shirt,Button Down Shirt
Shalon,Shadrick,Brooklyn,NY,shalon@cox.net,Q1,L,Hoodie,SS Shirt,Hoodie,LS Shirt,SS Shirt,Polo Shirt,Zip up Jacket,SS Shirt,Crewneck Sweater,Button Down Shirt
Sharee,Maile,Muskegon,MI,sharee_maile@aol.com,Q1,L,LS Shirt,LS Shirt,SS Shirt,Crewneck Sweater,SS Shirt,LS Shirt,SS Shirt,Zip up Jacket,LS Shirt,Hoodie
Sharen,Bourbon,Syosset,NY,sbourbon@yahoo.com,Q1,M,LS Shirt,Hoodie,Zip up Jacket,Polo Shirt,LS Shirt,Crewneck Sweater,Hoodie,SS Shirt,SS Shirt,Hoodie
Sharika,Eanes,Orlando,FL,sharika.eanes@aol.com,Q1,S,SS Shirt,LS Shirt,SS Shirt,Crewneck Sweater,Hoodie,Crewneck Sweater,SS Shirt,Zip up Jacket,Hoodie,Button Down Shirt
Shawna,Palaspas,Thousand Oaks,CA,shawna_palaspas@palaspas.org,Q1,L,SS Shirt,Hoodie,Crewneck Sweater,Zip up Jacket,SS Shirt,Hoodie,LS Shirt,Crewneck Sweater,LS Shirt,Hoodie
Shawnda,Yori,Longwood,FL,shawnda.yori@yahoo.com,Q1,M,Zip up Jacket,LS Shirt,Hoodie,LS Shirt,SS Shirt,SS Shirt,SS Shirt,Polo Shirt,SS Shirt,Zip up Jacket
Shenika,Seewald,Van Nuys,CA,shenika@gmail.com,Q1,L,LS Shirt,SS Shirt,Crewneck Sweater,Hoodie,SS Shirt,Button Down Shirt,LS Shirt,Zip up Jacket,LS Shirt,Button Down Shirt
Sheridan,Zane,Riverside,CA,sheridan.zane@zane.com,Q1,L,Button Down Shirt,LS Shirt,SS Shirt,Button Down Shirt,Hoodie,LS Shirt,SS Shirt,LS Shirt,Hoodie,LS Shirt
Sherita,Saras,Colorado Springs,CO,sherita.saras@cox.net,Q1,L,Zip up Jacket,SS Shirt,Hoodie,Zip up Jacket,Crewneck Sweater,Zip up Jacket,Button Down Shirt,SS Shirt,LS Shirt,LS Shirt
Sheron,Louissant,Long Island City,NY,sheron@aol.com,Q1,L,Zip up Jacket,Hoodie,Crewneck Sweater,Crewneck Sweater,LS Shirt,SS Shirt,LS Shirt,Hoodie,SS Shirt,SS Shirt
Shonda,Greenbush,Clifton,NJ,shonda_greenbush@cox.net,Q1,L,Hoodie,SS Shirt,Hoodie,Hoodie,Hoodie,Hoodie,Hoodie,LS Shirt,Polo Shirt,SS Shirt
Simona,Morasca,Ashland,OH,simona@morasca.com,Q1,M,SS Shirt,Zip up Jacket,Crewneck Sweater,Crewneck Sweater,Crewneck Sweater,Button Down Shirt,Hoodie,Hoodie,SS Shirt,LS Shirt
Skye,Fillingim,Minneapolis,MN,skye_fillingim@yahoo.com,Q1,M,LS Shirt,SS Shirt,Crewneck Sweater,SS Shirt,SS Shirt,Hoodie,Zip up Jacket,LS Shirt,Hoodie,Crewneck Sweater
Solange,Shinko,Metairie,LA,solange@shinko.com,Q1,M,Button Down Shirt,Crewneck Sweater,SS Shirt,SS Shirt,Zip up Jacket,Button Down Shirt,LS Shirt,SS Shirt,LS Shirt,Hoodie
Staci,Schmaltz,Pasadena,CA,staci_schmaltz@aol.com,Q1,S,Button Down Shirt,Hoodie,Hoodie,Crewneck Sweater,Zip up Jacket,LS Shirt,Hoodie,SS Shirt,Hoodie,Hoodie
Stephaine,Barfield,Gardena,CA,stephaine@barfield.com,Q1,S,Zip up Jacket,LS Shirt,Zip up Jacket,LS Shirt,LS Shirt,Polo Shirt,SS Shirt,SS Shirt,SS Shirt,Polo Shirt
Stephaine,Vinning,San Francisco,CA,stephaine@cox.net,Q1,S,Zip up Jacket,SS Shirt,Crewneck Sweater,Hoodie,Zip up Jacket,Hoodie,Button Down Shirt,Hoodie,SS Shirt,Zip up Jacket
Stephane,Myricks,Burlington,KY,stephane_myricks@cox.net,Q1,XS,LS Shirt,SS Shirt,Hoodie,Zip up Jacket,LS Shirt,SS Shirt,LS Shirt,Hoodie,Hoodie,SS Shirt
Stephen,Emigh,Akron,OH,stephen_emigh@hotmail.com,Q1,L,Hoodie,SS Shirt,Polo Shirt,SS Shirt,Zip up Jacket,Zip up Jacket,LS Shirt,LS Shirt,SS Shirt,Crewneck Sweater
Stevie,Westerbeck,Costa Mesa,CA,stevie.westerbeck@yahoo.com,Q1,XL,SS Shirt,Zip up Jacket,Crewneck Sweater,Hoodie,Crewneck Sweater,Button Down Shirt,LS Shirt,Zip up Jacket,Crewneck Sweater,LS Shirt
Sue,Kownacki,Mesquite,TX,sue@aol.com,Q1,L,LS Shirt,LS Shirt,Polo Shirt,SS Shirt,LS Shirt,Button Down Shirt,Polo Shirt,Zip up Jacket,SS Shirt,LS Shirt
Sylvia,Cousey,Hampstead,MD,sylvia_cousey@cousey.org,Q1,L,Polo Shirt,Hoodie,LS Shirt,Zip up Jacket,Zip up Jacket,LS Shirt,SS Shirt,LS Shirt,Hoodie,SS Shirt
Sylvie,Ryser,Tulsa,OK,sylvie@aol.com,Q1,XL,Polo Shirt,Polo Shirt,Crewneck Sweater,SS Shirt,Crewneck Sweater,Polo Shirt,LS Shirt,Hoodie,Hoodie,LS Shirt
Talia,Riopelle,Orange,NJ,talia_riopelle@aol.com,Q1,XXL,LS Shirt,SS Shirt,LS Shirt,Crewneck Sweater,Zip up Jacket,Hoodie,Crewneck Sweater,SS Shirt,Hoodie,Crewneck Sweater
Tamar,Hoogland,London,OH,tamar@hotmail.com,Q1,L,SS Shirt,SS Shirt,Zip up Jacket,SS Shirt,Zip up Jacket,Zip up Jacket,Hoodie,Polo Shirt,SS Shirt,LS Shirt
Tammara,Wardrip,Burlingame,CA,twardrip@cox.net,Q1,XL,Crewneck Sweater,Hoodie,SS Shirt,SS Shirt,Zip up Jacket,LS Shirt,LS Shirt,LS Shirt,Polo Shirt,Button Down Shirt
Tarra,Nachor,San Francisco,CA,tarra.nachor@cox.net,Q1,M,SS Shirt,Crewneck Sweater,Crewneck Sweater,Hoodie,Hoodie,LS Shirt,Hoodie,Hoodie,LS Shirt,LS Shirt
Taryn,Moyd,Fairfax,VA,taryn.moyd@hotmail.com,Q1,M,LS Shirt,SS Shirt,SS Shirt,SS Shirt,Zip up Jacket,SS Shirt,Polo Shirt,Crewneck Sweater,Hoodie,LS Shirt
Tasia,Andreason,Kearny,NJ,tasia_andreason@yahoo.com,Q1,XXL,Crewneck Sweater,Hoodie,Crewneck Sweater,SS Shirt,LS Shirt,Crewneck Sweater,LS Shirt,SS Shirt,Button Down Shirt,SS Shirt
Tawna,Buvens,New York,NY,tawna@gmail.com,Q1,M,SS Shirt,SS Shirt,LS Shirt,SS Shirt,Zip up Jacket,Crewneck Sweater,LS Shirt,SS Shirt,Hoodie,SS Shirt
Teddy,Pedrozo,Bridgeport,CT,teddy_pedrozo@aol.com,Q1,M,Hoodie,LS Shirt,SS Shirt,LS Shirt,LS Shirt,Hoodie,Hoodie,Hoodie,Hoodie,LS Shirt
Tegan,Arceo,Monroe Township,NJ,tegan.arceo@arceo.org,Q1,XL,LS Shirt,LS Shirt,Hoodie,SS Shirt,Hoodie,SS Shirt,Button Down Shirt,LS Shirt,LS Shirt,SS Shirt
Teri,Ennaco,Hazleton,PA,tennaco@gmail.com,Q1,S,LS Shirt,SS Shirt,SS Shirt,Button Down Shirt,SS Shirt,SS Shirt,LS Shirt,SS Shirt,Button Down Shirt,Zip up Jacket
Terrilyn,Rodeigues,New Orleans,LA,terrilyn.rodeigues@cox.net,Q1,L,SS Shirt,Polo Shirt,LS Shirt,Zip up Jacket,Zip up Jacket,Polo Shirt,SS Shirt,Button Down Shirt,LS Shirt,Hoodie
Thaddeus,Ankeny,Roseville,CA,tankeny@ankeny.org,Q1,L,Hoodie,Hoodie,LS Shirt,Hoodie,Hoodie,Zip up Jacket,Hoodie,SS Shirt,SS Shirt,LS Shirt
Theodora,Restrepo,Miami,FL,theodora.restrepo@restrepo.com,Q1,L,Button Down Shirt,LS Shirt,Hoodie,SS Shirt,Crewneck Sweater,Crewneck Sweater,LS Shirt,LS Shirt,SS Shirt,SS Shirt
Theola,Frey,Massapequa,NY,theola_frey@frey.com,Q1,L,Button Down Shirt,Zip up Jacket,SS Shirt,SS Shirt,Button Down Shirt,Hoodie,Zip up Jacket,Hoodie,Crewneck Sweater,SS Shirt
Thurman,Manno,Absecon,NJ,thurman.manno@yahoo.com,Q1,XL,LS Shirt,SS Shirt,SS Shirt,LS Shirt,LS Shirt,Zip up Jacket,Polo Shirt,SS Shirt,Crewneck Sweater,SS Shirt
Tiera,Frankel,El Monte,CA,tfrankel@aol.com,Q1,M,SS Shirt,SS Shirt,SS Shirt,Hoodie,LS Shirt,SS Shirt,Button Down Shirt,LS Shirt,SS Shirt,Hoodie
Tiffiny,Steffensmeier,Miami,FL,tiffiny_steffensmeier@cox.net,Q1,XL,Crewneck Sweater,Polo Shirt,Hoodie,Polo Shirt,Polo Shirt,LS Shirt,Hoodie,Polo Shirt,Hoodie,Hoodie
Timothy,Mulqueen,Staten Island,NY,timothy_mulqueen@mulqueen.org,Q1,M,LS Shirt,SS Shirt,Zip up Jacket,SS Shirt,SS Shirt,Hoodie,LS Shirt,Hoodie,Button Down Shirt,Crewneck Sweater
Tonette,Wenner,Westbury,NY,twenner@aol.com,Q1,L,Hoodie,SS Shirt,Crewneck Sweater,Button Down Shirt,SS Shirt,SS Shirt,Polo Shirt,SS Shirt,Button Down Shirt,SS Shirt
Tracey,Modzelewski,Conroe,TX,tracey@hotmail.com,Q1,M,Crewneck Sweater,SS Shirt,Button Down Shirt,Hoodie,Hoodie,Zip up Jacket,Hoodie,Hoodie,SS Shirt,LS Shirt
Tresa,Sweely,Valley Park,MO,tresa_sweely@hotmail.com,Q1,XL,SS Shirt,Zip up Jacket,Zip up Jacket,SS Shirt,Crewneck Sweater,LS Shirt,SS Shirt,Button Down Shirt,LS Shirt,LS Shirt
Trinidad,Mcrae,San Francisco,CA,trinidad_mcrae@yahoo.com,Q1,L,Button Down Shirt,Hoodie,LS Shirt,Button Down Shirt,Zip up Jacket,Zip up Jacket,Crewneck Sweater,Hoodie,SS Shirt,LS Shirt
Truman,Feichtner,Bloomfield,NJ,tfeichtner@yahoo.com,Q1,XL,Zip up Jacket,Crewneck Sweater,Button Down Shirt,SS Shirt,Zip up Jacket,LS Shirt,SS Shirt,Zip up Jacket,LS Shirt,SS Shirt
Twana,Felger,Portland,OR,twana.felger@felger.org,Q1,XL,LS Shirt,Zip up Jacket,Hoodie,LS Shirt,SS Shirt,Polo Shirt,Hoodie,SS Shirt,SS Shirt,SS Shirt
Ty,Smith,Hackensack,NJ,tsmith@aol.com,Q1,M,Zip up Jacket,SS Shirt,Crewneck Sweater,SS Shirt,SS Shirt,Hoodie,Hoodie,LS Shirt,LS Shirt,SS Shirt
Tyra,Shields,Philadelphia,PA,tshields@gmail.com,Q1,L,Hoodie,Hoodie,Zip up Jacket,SS Shirt,Hoodie,LS Shirt,LS Shirt,SS Shirt,SS Shirt,SS Shirt
Valentin,Klimek,Chicago,IL,vklimek@klimek.org,Q1,M,SS Shirt,Zip up Jacket,LS Shirt,Polo Shirt,SS Shirt,Zip up Jacket,Hoodie,Hoodie,Polo Shirt,LS Shirt
Valentine,Gillian,San Antonio,TX,valentine_gillian@gmail.com,Q1,S,Crewneck Sweater,LS Shirt,LS Shirt,Zip up Jacket,LS Shirt,SS Shirt,SS Shirt,LS Shirt,SS Shirt,SS Shirt
Vallie,Mondella,Boise,ID,vmondella@mondella.com,Q1,S,Crewneck Sweater,Zip up Jacket,SS Shirt,Hoodie,Hoodie,Crewneck Sweater,Zip up Jacket,Zip up Jacket,Hoodie,Hoodie
Van,Shire,Pittstown,NJ,van.shire@shire.com,Q1,M,Hoodie,Hoodie,Crewneck Sweater,LS Shirt,Zip up Jacket,LS Shirt,LS Shirt,SS Shirt,Hoodie,Hoodie
Venita,Maillard,Anaheim,CA,venita_maillard@gmail.com,Q1,L,Button Down Shirt,Zip up Jacket,SS Shirt,Crewneck Sweater,Zip up Jacket,Zip up Jacket,Polo Shirt,Polo Shirt,Hoodie,Polo Shirt
Veronika,Inouye,San Jose,CA,vinouye@aol.com,Q1,M,Button Down Shirt,Hoodie,LS Shirt,Hoodie,SS Shirt,Hoodie,LS Shirt,LS Shirt,Hoodie,SS Shirt
Vi,Rentfro,Freehold,NJ,vrentfro@cox.net,Q1,L,Zip up Jacket,LS Shirt,SS Shirt,SS Shirt,Polo Shirt,LS Shirt,Hoodie,SS Shirt,LS Shirt,SS Shirt
Vilma,Berlanga,Grand Rapids,MI,vberlanga@berlanga.com,Q1,L,Zip up Jacket,SS Shirt,Hoodie,Zip up Jacket,Zip up Jacket,Button Down Shirt,Hoodie,Zip up Jacket,Hoodie,Hoodie
Vincent,Meinerding,Philadelphia,PA,vincent.meinerding@hotmail.com,Q1,S,Button Down Shirt,LS Shirt,SS Shirt,Crewneck Sweater,LS Shirt,Zip up Jacket,LS Shirt,SS Shirt,LS Shirt,LS Shirt
Vincenza,Zepp,El Cajon,CA,vzepp@gmail.com,Q1,M,Hoodie,SS Shirt,LS Shirt,LS Shirt,Hoodie,Zip up Jacket,Zip up Jacket,Hoodie,Crewneck Sweater,SS Shirt
Viola,Bitsuie,Northridge,CA,viola@gmail.com,Q1,M,LS Shirt,Zip up Jacket,Zip up Jacket,Crewneck Sweater,Zip up Jacket,Zip up Jacket,SS Shirt,SS Shirt,SS Shirt,LS Shirt
Virgie,Kiel,Denver,CO,vkiel@hotmail.com,Q1,L,Zip up Jacket,Hoodie,Crewneck Sweater,Hoodie,Hoodie,Hoodie,SS Shirt,SS Shirt,Zip up Jacket,Hoodie
Virgina,Tegarden,Milwaukee,WI,virgina_tegarden@tegarden.com,Q1,M,SS Shirt,LS Shirt,SS Shirt,SS Shirt,Crewneck Sweater,Zip up Jacket,Crewneck Sweater,Hoodie,SS Shirt,LS Shirt
Viva,Toelkes,Chicago,IL,viva.toelkes@gmail.com,Q1,XS,Hoodie,Zip up Jacket,Polo Shirt,LS Shirt,Polo Shirt,SS Shirt,Zip up Jacket,Crewneck Sweater,Polo Shirt,Polo Shirt
Weldon,Acuff,Arlington Heights,IL,wacuff@gmail.com,Q1,XS,Zip up Jacket,LS Shirt,Hoodie,SS Shirt,Polo Shirt,Hoodie,Polo Shirt,Zip up Jacket,Crewneck Sweater,Hoodie
Whitley,Tomasulo,Fort Worth,TX,whitley.tomasulo@aol.com,Q1,XL,Crewneck Sweater,Button Down Shirt,Crewneck Sweater,LS Shirt,LS Shirt,SS Shirt,LS Shirt,Zip up Jacket,SS Shirt,LS Shirt
Wilda,Giguere,Anchorage,AK,wilda@cox.net,Q1,XS,LS Shirt,Hoodie,LS Shirt,Zip up Jacket,Button Down Shirt,LS Shirt,Zip up Jacket,Zip up Jacket,Button Down Shirt,SS Shirt
Willard,Kolmetz,Irving,TX,willard@hotmail.com,Q1,L,Hoodie,Crewneck Sweater,SS Shirt,Zip up Jacket,Hoodie,SS Shirt,Hoodie,Hoodie,Hoodie,LS Shirt
Willodean,Konopacki,Lafayette,LA,willodean_konopacki@konopacki.org,Q1,M,Button Down Shirt,Hoodie,Hoodie,Zip up Jacket,LS Shirt,Zip up Jacket,Hoodie,Zip up Jacket,SS Shirt,Button Down Shirt
Willow,Kusko,New York,NY,wkusko@yahoo.com,Q1,XXL,Zip up Jacket,Crewneck Sweater,Hoodie,Zip up Jacket,SS Shirt,Polo Shirt,Polo Shirt,LS Shirt,Polo Shirt,SS Shirt
Winfred,Brucato,Moscow,ID,winfred_brucato@hotmail.com,Q1,S,SS Shirt,LS Shirt,SS Shirt,LS Shirt,SS Shirt,Hoodie,LS Shirt,SS Shirt,LS Shirt,Hoodie
